smiles,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold,split,SMILES,pC20_normalised,pCMC_normalised,SMILES_canonical,SurfTen,MolLogP,true_composite
CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ncncc1[N].[Cl-],cationic,25.0,2.21609642072727,39.6,1.67e-06,0.99,32.4,2.87,7.0,train,CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ncncc1[N],-0.9763550390648088,-0.8404361027169752,CCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ncncc1[N],506.39908,4.112600000000003,0.13886826228238708
CCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],anionic,25.0,1.65757731917779,,,,,,1.0,train,CCCCCCCCCCOC(=O)CS(=O)(=O)[O-],,-1.3391744130546033,CCCCCCCCCCOC(=O)CS(=O)(=O)[O-],482.31006,2.2155,0.13863246245916452
CCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.COS(=O)(=O)[O-],zwitterionic,,1.7007840871810913,37.3,,,,,4.0,val,CCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C,,,CCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C,487.64084,2.881200000000001,0.1376345716154366
CCCCCCCC(CCCC)S(=O)(=O)[O-].[Na+],anionic,25.0,1.5480601306349,,,,,,3.0,train,CCCCCCCC(CCCC)S(=O)(=O)[O-],,-1.4369694883085684,CCCCCCCC(CCCC)S(=O)(=O)[O-],460.60736,3.4509000000000025,0.13622279323728392
CCCCCCCCCCCC1=[N+](CCO)CCN1.O=C([O-])O,zwitterionic,,2.2472171783447266,29.0,,,,,2.0,train,CCCCCCCCCCCC1=[N+](CCO)CCN1,,,CCCCCCCCCCCC1=[N+](CCO)CCN1,507.37665,2.9138,0.13552512031764433
CCCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,2.74472749489669,26.0,,,45.97,,1.0,train,CCCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-0.3683867708466942,CCCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,511.4299,-0.2852999999999998,0.13505191870831548
CCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25.0,1.69897000433602,40.5,4.39e-06,0.38,31.5,2.17,7.0,train,CCCCCCCCCCCC[N+](C)(C)C,-1.553926049511794,-1.3022121716578796,CCCCCCCCCCCC[N+](C)(C)C,488.64774,4.613500000000005,0.1349734015853347
CCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.58,40.3,1.42e-06,1.17,31.7,2.06107559529182,8.0,train,CCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCC,-1.6437997330684222,-1.4084482856579132,CCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCC,472.40585,7.030500000000009,0.13268112688257386
CCCCCCCCSC1OC(CO)C(O)C(O)C1O,sugar-based non-ionic,20.0,2.07058107428571,28.7,3.06e-06,0.59,44.9,3.42707068851475,,test,CCCCCCCCSC1OC(CO)C(O)C(O)C1O,-0.5167152098421491,-0.9703762924277992,CCCCCCCCSC1OC(CO)C(O)C(O)C1O,505.6559,0.8799999999999999,0.1300402625024328
CCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O.[I-],cationic,,1.9297155141830444,33.8,,,,,6.0,train,CCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O,,,CCCCCCCCCC(=O)OCC1OC(OCCC[N+](C)(C)C)C(O)C(O)C1O,502.5481,1.5908000000000004,0.1294035584321132
CCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5817,,,,,,8.0,train,CCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCC,,-1.4069302442422806,CCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCC,475.44376,6.6404000000000085,0.12876837751419246
CCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25.0,1.7830427926389,,,,,,0.0,train,CCCCCCCCCCCOS(=O)(=O)[O-],,-1.2271380689687763,CCCCCCCCCCCOS(=O)(=O)[O-],498.1961,2.994000000000001,0.12505559790352508
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,25.0,2.09151498112135,39.5,1.95e-06,0.52,32.0,2.5,6.0,train,CCCCCCCCCCCCOS(=O)(=O)[O-],-1.2816425731582153,-0.9516830350351556,CCCCCCCCCCCCOS(=O)(=O)[O-],507.0227,3.384100000000002,0.12469096151131445
CCCC(CCC)COCCOCCOCCOCCOCCOCCO,non-ionic,,1.5010044574737549,31.7,,,,,2.0,train,CCCC(CCC)COCCOCCOCCOCCOCCOCCO,,,CCCC(CCC)COCCOCCOCCOCCOCCOCCO,452.3571,2.294700000000001,0.1232847706979918
CCCCCCCCCC(CC)S(=O)(=O)[O-].[Na+],anionic,25.0,1.73002032335468,,,,,,7.0,val,CCCCCCCCCC(CC)S(=O)(=O)[O-],,-1.2744853068114517,CCCCCCCCCC(CC)S(=O)(=O)[O-],495.8454,3.4509000000000025,0.12310395830239072
CCCCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1.[Br-],cationic,25.0,2.23210238398191,34.5,1.99e-06,0.83,37.3,3.00228203499349,,test,CCCCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1,-0.8672089410431326,-0.8261433291183662,CCCCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1,509.19632,4.355000000000004,0.12268897824479288
CCCCCCCCCC[N+](CCO)CCO.[Br-],cationic,20.0,1.76955107862173,29.0,1.13e-06,1.23,43.3,2.67,4.0,train,CCCCCCCCCC[N+](CCO)CCO,-1.1413753277639476,-1.239185704642855,CCCCCCCCCC[N+](CCO)CCO,498.60327,2.2518000000000007,0.12168575151772859
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],anionic,25.0,1.53760200210104,20.6,3.9e-06,0.43,51.4,2.51,7.0,train,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.2733915587232585,-1.4463082366876316,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,470.23697,3.1103999999999994,0.12036665404714272
CCCCCCCCCCC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,non-ionic,25.0,2.65797231191253,,,,,,0.0,train,CCCCCCCCCCC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,,-0.4458561595471242,CCCCCCCCCCC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,512.48395,0.6779999999999997,0.1203126660908226
CCCCCCCCCCCC(O)NC(O)(OS(=O)(=O)[O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+],anionic,25.0,2.77006231409207,,,,,,2.0,train,CCCCCCCCCCCC(O)NC(O)(OS(=O)(=O)[O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,,-0.3457636503783717,CCCCCCCCCCCC(O)NC(O)(OS(=O)(=O)[O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,513.12396,-1.2618999999999976,0.11843783319540892
CC(C)CCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOP(=O)([O-])[O-])cc1.[Na+].[Na+],anionic,25.0,1.79588001734408,,,,,,1.0,train,CC(C)CCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOP(=O)([O-])[O-])cc1,,-1.2156748696956916,CC(C)CCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOP(=O)([O-])[O-])cc1,500.92657,2.819000000000006,0.11812050718794882
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.38605252321965,50.1,2.01e-06,0.08,21.84,0.46,9.0,train,CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1,-2.9648495178894287,0.2042943784920957,CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1,514.8104,10.672499999999996,0.117098622223634
CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,sugar-based non-ionic,20.0,2.30102999566398,26.3,4.12e-06,0.4,46.45,3.4,3.0,train,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,-0.5390512740120919,-0.764593347227768,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,510.65234,0.2654999999999997,0.11697636866620699
CCCCCCCCOOCCOCCOCC,non-ionic,25.0,2.12499664639996,,,,,,7.0,train,CCCCCCCCOOCCOCCOCC,,-0.9217850617661704,CCCCCCCCOOCCOCCOCC,508.9046,3.348200000000002,0.11651429018834944
CCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5935,,,,,,,test,CCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCC,,-1.396393250886714,CCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCC,486.2526,5.863600000000007,0.11461522288444626
CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,sugar-based non-ionic,25.0,2.88605664769316,36.1,3.96e-06,0.42,36.1,3.6,1.0,train,CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-0.3740309853129531,-0.242184707798873,CCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,514.01324,0.0213999999999996,0.11230015203253112
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],anionic,25.0,1.53760200210104,,,,,,7.0,train,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,-1.4463082366876316,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,477.6446,1.8397999999999997,0.1107127367743204
CCCCCCCCCCCCOCCOCCOCCO,non-ionic,25.0,4.2839966563652,27.7,3.98e-06,0.42,44.1,5.353446114627,6.0,train,CCCCCCCCCCCCOCCOCCOCCO,1.0727399349576987,1.0061275449857268,CCCCCCCCCCCCOCCOCCOCCO,516.1993,3.949400000000004,0.10979951992342256
CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,2.35654732351381,25.4,,,46.57,,5.0,train,CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-0.7150182866623034,CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,511.9603,-0.6753999999999996,0.10974189869118166
CCCCCCCCc1ccccc1OOCC,non-ionic,25.0,4.30495634117871,,,,,,9.0,train,CCCCCCCCc1ccccc1OOCC,,1.0248438212242632,CCCCCCCCc1ccccc1OOCC,516.22723,4.919900000000005,0.10947612383470758
CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,sugar-based non-ionic,25.0,1.79588001734408,30.5,3.46e-06,0.48,41.47,2.88430731275384,7.0,train,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-0.9645500546590712,-1.2156748696956916,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,503.4752,0.1633999999999998,0.10913789262480385
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Na+],anionic,25.0,1.52287874528034,20.2,2.8e-06,0.59,51.8,2.57,6.0,train,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-1.2238854721135168,-1.4594555976445824,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,475.03253,3.1103999999999994,0.10867307501011533
CCCCCCCCCCCC(O)CCS(=O)(=O)[O-].[Na+],anionic,25.0,1.54106013810967,,,,,,2.0,train,CCCCCCCCCCCC(O)CCS(=O)(=O)[O-],,-1.443220240404108,CCCCCCCCCCCC(O)CCS(=O)(=O)[O-],480.35605,3.203500000000002,0.10814336261961457
CCCC(CC(F)C(F)(F)F)OS(=O)(=O)[O-].[Na+],anionic,25.0,1.60205999132796,19.0,2.56e-06,0.66,53.0,2.73102645744249,2.0,train,CCCC(CC(F)C(F)(F)F)OS(=O)(=O)[O-],-1.0910223096367204,-1.3887494736200678,CCCC(CC(F)C(F)(F)F)OS(=O)(=O)[O-],491.26645,1.9224,0.10739149690451003
CCCCCCCCOC(=O)C([N+])CCCNC([N+])N.[Cl-].[Cl-],gemini cationic,25.0,1.58502665202918,35.0,1.15e-06,0.96,37.0,2.44813812511314,6.0,train,CCCCCCCCOC(=O)C([N+])CCCNC([N+])N,-1.3244338809897565,-1.4039596586212848,CCCCCCCCOC(=O)C([N+])CCCNC([N+])N,489.15933,1.008200000000001,0.10708996673016447
CCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Cl-],cationic,25.0,1.60205999132796,37.8,,,34.17,,9.0,val,CCCCCCCCCCCC[N+](CCO)(CCO)CCO,,-1.3887494736200678,CCCCCCCCCCCC[N+](CCO)(CCO)CCO,491.59424,2.701000000000001,0.10673954744018747
O=C([O-])C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[Na+],anionic,25.0,1.52287874528034,,,,,,6.0,train,O=C([O-])C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)F,,-1.4594555976445824,O=C([O-])C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)F,476.86188,3.0183,0.10635340886271649
CCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.5086,,,,,,8.0,val,CCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCC,,-1.4722060251144786,CCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCC,472.4352,6.187500000000006,0.10606323883415358
CCCCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],gemini cationic,,2.208442449569702,33.7,,,,,3.0,train,CCCCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C,,,CCCCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C,511.56564,2.900900000000001,0.10413579445917948
CCCCCCCCCC(O)CCS(=O)(=O)[O-].[Na+],anionic,25.0,1.60607399341416,,,,,,7.0,train,CCCCCCCCCC(O)CCS(=O)(=O)[O-],,-1.3851651080851934,CCCCCCCCCC(O)CCS(=O)(=O)[O-],493.4265,2.4233,0.10395460814749759
CCCCCCCCCCCCC=CS(=O)(=O)[O-].[Na+],anionic,25.0,2.56895805466411,,,,,,4.0,train,CCCCCCCCCCCCC=CS(=O)(=O)[O-],,-0.5253428237146934,CCCCCCCCCCCCC=CS(=O)(=O)[O-],513.7718,4.356300000000004,0.10250422145643127
COCCOCCOCCOCCOCCOCCOCCOCCOCCO,sugar-based non-ionic,25.0,1.88605664769316,,,,,,2.0,train,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,,-1.135150246406229,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,507.69775,-0.2420999999999941,0.10191745702656835
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,non-ionic,,2.605349540710449,35.7,,,,,1.0,train,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,,,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,514.01324,0.0213999999999996,0.1012800898895033
CCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.COS(=O)(=O)[O-],zwitterionic,,2.0594468116760254,25.4,,,,,6.0,train,CCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C,,,CCCCCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C,510.55725,3.271300000000002,0.10105077926801277
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,sugar-based non-ionic,25.0,2.17392519729917,,,,,,6.0,val,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,,-0.8780935519591798,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,511.7399,0.0213999999999996,0.10061951452538687
CCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,non-ionic,25.0,2.6779875614176,,,,,,5.0,val,CCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,,-0.427983231492469,CCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,514.36676,1.3543899999999998,0.09990033210165807
CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],anionic,25.0,2.4089353929735,41.1,3.2e-06,0.52,30.9,3.73,6.0,train,CCCCCCCCCCCCOCCOS(=O)(=O)[O-],-0.2667677976585131,-0.6682375460006317,CCCCCCCCCCCCOCCOS(=O)(=O)[O-],513.6029,3.4007000000000023,0.09708890744558742
CCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,25.0,1.58203035778526,,,,,,1.0,train,CCCCCCCc1ccc(S(=O)(=O)[O-])cc1,,-1.406635246124633,CCCCCCCc1ccc(S(=O)(=O)[O-])cc1,494.04416,3.103600000000002,0.09699466068343902
CCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C.COS(=O)(=O)[O-],zwitterionic,,1.567486047744751,40.4,,,,,3.0,train,CCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C,,,CCCCCCC(=O)OC(C)C(=O)NCCC[N+](C)(C)C,492.36572,2.101,0.09657377864315095
CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,2.03621217265445,,4.6e-06,0.36,,2.9,0.0,train,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,-0.9516019957599382,-1.0010665371843002,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,510.9819,-1.2298,0.0965578460291089
CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,sugar-based non-ionic,25.0,1.69897000433602,30.5,3.46e-06,0.48,41.47,2.78739729974578,7.0,train,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-1.0445106462812077,-1.3022121716578796,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,503.4752,0.1633999999999998,0.0955102706267296
CCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,sugar-based non-ionic,20.0,1.99139982823808,27.2,2.52e-06,0.66,45.55,3.3,3.0,val,CCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,-0.6215614183616611,-1.0410824164523225,CCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,510.7253,0.3748999999999998,0.09480197636758057
CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,1.48148606012211,29.9,2.27e-06,1.1,42.1,2.54,8.0,train,CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)CC(C)O)CC(C)O,-1.2486385154183874,-1.496417839041306,CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)CC(C)O)CC(C)O,472.16077,5.919500000000008,0.09430419646077481
CCCCCCCCC(CC)OS(=O)(=O)[O-].[Na+],anionic,25.0,1.53895190832934,,6.7e-07,2.48,,,5.0,train,CCCCCCCCC(CC)OS(=O)(=O)[O-],,-1.4451028169454083,CCCCCCCCC(CC)OS(=O)(=O)[O-],489.2125,2.9924000000000017,0.09407296196200617
CCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1,non-ionic,25.0,1.74496883665445,,,,,,1.0,val,CCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1,,-1.2611367995813434,CCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1,506.30383,0.5482899999999997,0.0919728272902644
CCCCCCCCCCOCC[N+](C)(C)C.[Cl-],cationic,25.0,1.51427857351842,,,,,,2.0,train,CCCCCCCCCCOCC[N+](C)(C)C,,-1.467135254654081,CCCCCCCCCCOCC[N+](C)(C)C,485.32367,3.849900000000003,0.09194710187533425
CCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,1.4634,,,,,,6.0,train,CCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCC)CCCC2)CCCC1,,-1.512568067459531,CCCCCCCCC[N+]1(CCC#CCC[N+]2(CCCCCCCCC)CCCC2)CCCC1,465.92618,8.492400000000007,0.09087958432564452
CCCCCCCCCC(OCC)S(=O)(=O)[O-].[Na+],anionic,25.0,1.78701381526333,,,,,,8.0,train,CCCCCCCCCC(OCC)S(=O)(=O)[O-],,-1.2235920826121305,CCCCCCCCCC(OCC)S(=O)(=O)[O-],508.0307,3.0349000000000013,0.08991815807519055
CCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,sugar-based non-ionic,20.0,1.92081875395238,28.2,2.33e-06,0.71,44.55,3.7,3.0,train,CCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,-0.2915208409633837,-1.1041088834673385,CCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,510.7253,0.3748999999999998,0.08914322724388643
CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+],anionic,25.0,1.87942606879415,35.2,1.55e-06,1.07,36.8,2.85,0.0,train,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-],-0.9928570679347228,-1.141071124864062,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-],510.2334,2.1156,0.08837193712746602
CCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,1.74472749489669,28.6,,,43.37,,6.0,train,CCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-1.26135230945405,CCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,508.3297,-1.0654999999999994,0.08385259484982416
Cn1cc[n+](COCCCCOC[n+]2ccn(C)c2)c1.[Cl-].[Cl-],gemini cationic,25.0,2.22000000000001,59.6,2.71e-06,0.56,12.4,2.05625799273381,5.0,train,Cn1cc[n+](COCCCCOC[n+]2ccn(C)c2)c1,-1.647774743893225,-0.8369503409491966,Cn1cc[n+](COCCCCOC[n+]2ccn(C)c2)c1,514.09973,0.3672000000000004,0.0829838682289588
CCCCCCCCCCCCOCOC[C@H]1O[C@@H](O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1O,non-ionic,25.0,3.36997914888659,,,,,,6.0,train,CCCCCCCCCCCCOCOC[C@H]1O[C@@H](O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1O,,0.189941409123537,CCCCCCCCCCCCOCOC[C@H]1O[C@@H](O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1O,516.59,-0.8418999999999965,0.08219316855428214
CCCCCCCCOOCCOCCOCCOCC,non-ionic,25.0,2.06298389253519,,,,,,,test,CCCCCCCCOOCCOCCOCCOCC,,-0.97716031392155,CCCCCCCCOOCCOCCOCCOCC,513.291,3.3648000000000025,0.08162019119136983
CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,sugar-based non-ionic,25.0,2.0,30.0,,,41.97,,0.0,train,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,,-1.033402759442824,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,512.8898,-1.4555999999999991,0.08078085211548529
CCCCCCCCCCC(CCS(=O)(=O)[O-])OC(C)=O.[Na+],anionic,25.0,2.58302682739696,,,,,,9.0,train,CCCCCCCCCCC(CCS(=O)(=O)[O-])OC(C)=O,,-0.5127798944937595,CCCCCCCCCCC(CCS(=O)(=O)[O-])OC(C)=O,515.53955,3.3842000000000025,0.08076484445570963
CCCCCCCCCCCCC(=O)[O-].[K+],anionic,25.0,1.59345981956604,,,,,,3.0,train,CCCCCCCCCCCCC(=O)[O-],,-1.3964291306295664,CCCCCCCCCCCCC(=O)[O-],502.5128,3.047300000000001,0.08049663799288738
CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,non-ionic,,2.94594407081604,35.0,,,,,0.0,train,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,,,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,516.2848,3.7715000000000014,0.07898382686086647
CCCCCCCCc1ccccc1CCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,3.52287874528034,,,,,,9.0,train,CCCCCCCCc1ccccc1CCOCCOCCOCCOCCOCCOCCO,,0.3264754795701294,CCCCCCCCc1ccccc1CCOCCOCCOCCOCCOCCOCCO,517.0317,4.224000000000005,0.0737924553614704
CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,sugar-based non-ionic,25.0,1.63827216398241,32.5,3.46e-06,0.48,39.47,2.62545040865638,7.0,train,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,-1.1781332598887115,-1.3564132513615443,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,507.39352,0.1298000000000008,0.07370273846226318
CCCCCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1.[Na+],anionic,25.0,2.85387196432176,,,,,,9.0,train,CCCCCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1,,-0.2709245209205224,CCCCCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1,516.45197,4.601500000000003,0.07345077159624545
CCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,sugar-based non-ionic,20.0,1.74472749489669,30.0,2.51e-06,0.66,42.75,3.3,3.0,train,CCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,-0.6215614183616611,-1.26135230945405,CCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,510.7253,0.3748999999999998,0.0731409306149674
